name,street_address,google_map,review_count,phone,website,restaurant_type,average_review,food_review,service_review,ambience_review,value_review,price_range,star_1,star_2,star_3,star_4,star_5,description,restaurant_main_type,latitude,longitude,postal_code
Barano,"26 Broadway Brooklyn, NY  11249",//www.google.com/maps/search/?api=1&query=40.7103280%2C-73.96784,234,(347) 987-4500,http://www.baranobk.com/,Italian,4.7234,4.7,4.6,4.6,4.3,$30 and under,0,1,5,14,80,"Seasonal Italian Restaurant featuring wood-fired dishes inspired by  Chef Dimeglio's Italian Ischian roots  in a casual and approachable setting, serving craft cocktails, featuring an extensive wine list and hard to find beer & wines.  Located in the heart of ever growing South Williamsburg with outdoor seating accompanied by  amazing views of the Bridge.",Italian,40.7103553,-73.9678051,11249
Buttermilk Channel,"524 Court Street Brooklyn, NY  11231",//www.google.com/maps/search/?api=1&query=40.6759850%2C-73.999214,524,(718) 852-8490,http://buttermilkchannelnyc.com/,American,4.7524,4.7,4.7,4.6,4.4,$31 to $50,1,1,2,16,80,"Buttermilk Channel is an American bistro located in the Carroll Gardens neighborhood of Brooklyn, serving dinner, brunch, and weekday lunch. The menu offers a mix of American regional classics and signature dishes. The restaurant is best known for its buttermilk fried chicken with cheddar waffles but also features fresh local fish and shellfish. A separate vegetarian menu is available at dinner and the menus always include vegan, gluten free, and dairy free options. The wine list celebrates the small, traditional wineries of America and France and includes organic and biodynamic wines. The full bar includes craft beers and a list of specialty cocktails made from artisan spirits. Open for dinner and brunch.",American,40.6759857,-73.9992141,11231
La Loteria,"29 7th Ave South New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7307520%2C-74.004144,245,(212) 858-9096,http://www.laloterianyc.com/,Contemporary Mexican,4.6245,4.5,4.3,4.2,4.1,$31 to $50,1,2,3,23,71,"Welcome to La Lotería — a new take on authentic Mexican cuisine from Executive Chef/Owner  Julieta Ballesteros (Crema, Los Feliz) and Managing Partner/Owner  Jaime Herrera.  The game La Lotería has been played throughout Mexico since Colonial times. Similar in concept to American Bingo, it is played using 54 widely varied characters and symbols of Mexican culture (like the skull, the moon, the mermaid & the rooster), and it inspires our ambiance, drinks, and menu. Not unlike the game, Mexican cuisine is unique, varied and steeped in tradition. With the cultural touchstone of La Lotería at its core, the restaurant will introduce to New York’s sophisticated palate an exciting and surprising mix of Mexican recipes, ranging from the deliciously elemental “street” taco, to the luscious lobster quesadilla. Come experience the spirit of La Lotería. Our specialty drinks and inspired cuisine await you in our inviting, newly designed West Village space.",Mexican,40.7308623,-74.0041448,10014
Il Mulino Prime,"331 West Broadway New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7221840%2C-74.003747,272,(212) 226-0020,http://www.ilmulino.com/,Italian,4.5272,4.4,4.4,4.2,3.8,$50 and over,2,3,7,18,70,"Our modern steakhouse and Italian restaurant features inspired cuisine and choice cuts by Executive Chef Michele Mazza. Located in the heart of SoHo, Il Mulino Prime embraces the signature style and unparalleled service attributed to the success of Il Mulino New York.Savor prime dry-aged meats and inspired Italian cuisine at our modern SoHo steakhouse. Sun-dappled by day and sophisticated by night, Il Mulino Prime is a versatile venue that is easily customized for any crowd or occasion. ",Italian,40.7221926,-74.0037316,10013
Socarrat Paella Bar - Nolita,"284 Mulberry St. New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7245410%2C-73.995099,634,(212) 219-0101,http://socarratnyc.com/,Spanish,4.5634,4.4,4.4,4.4,4.1,$31 to $50,1,3,7,21,68,"If you are unable make a reservation online, please, contact the restaurant to check availability (212) 219-0101Socarrat Nolita's ambience denotes feelings of warmth, comfort and hospitality.  Building on its sister restaurant's identity as a small, intimate space comprised primarily of one large communal table, the restaurant also offers banquet, bar and table seating.Socarrat, the quintessence of the perfect paella and for which the restaurant is named, is the delectable, sensuous crust that forms on the bottom of the paella pan when the liquid is rendered and the rice reaches its peak of succulence. The menu, an authentic array of delicious dishes from the regions of Spain specializing in traditional tapas with an accent on paella and fideua (which substitutes fried noodles for rice) that can be characterized as a true exploration for the palette.",Spanish,40.7244569,-73.994917,10012
La Sirene,"558  Broome Street (closer to Varick) New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7245070%2C-74.005684,1442,(212) 925-3061,http://www.lasirenenyc.com/,French,4.61442,4.6,4.5,4.4,4.4,$31 to $50,1,1,4,24,70,"A very special way to serve our dishes with a veggie tray and some UNIQUE dishes as per the Hanger Steak , Goat Cheese Tart and many others...We only accept AMERICAN EXPRESS, Personal Check, major cryptocurrencies and Cash .Thank You.Didier (chef owner)",French,40.724543,-74.005667,10013
Fonda - East Village,"40 Avenue B New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7228620%2C-73.982978,529,(212) 677-4096,http://www.fondarestaurant.com/,Contemporary Mexican,4.5529,4.4,4.3,4.2,4.1,$31 to $50,0,3,9,18,70,"Contemporary, authentic Mexican cuisine in a relaxing, fun atmosphere. Incredible margaritas and ""best of its kind"" Mexican Home Cooking.",Mexican,40.7228922,-73.9830718,10009
Kingsley,"190 Avenue B New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7280360%2C-73.979336,327,(212) 674-4500,http://www.kingsleynyc.com/,Contemporary American,4.5327,4.4,4.5,4.3,3.9,$31 to $50,1,6,6,21,66,"Kingsley is the new restaurant from Chef Roxanne Spruance in New York City.  Zagat Rated ""Best Newcomer,"" ""Best American Restaurant NYC,"" and ""Best East Village Restaurant.""  Our focus is seasonal, local, market-driven, contemporary French-American cuisine.  The menu, cocktail program, and wine list are dynamic and unique, to complement the atmosphere.  All dishes have interesting juxtaposition of flavors and textures, while still being balanced and reminiscent of classic dishes and tastes.  The goal is delicious, inspired, and creative food and drink.",Contemporary American,40.7279952,-73.9793069,10009
Porsena,"21 East 7th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7286500%2C-73.989432,338,(212) 228-4923,http://porsena.com/,Italian,4.6338,4.6,4.3,4.4,4.2,$30 and under,0,2,6,23,69,"Just a few blocks from Astor Place, Porsena is a trattoria in the convivial Italian tradition where friends and neighbors gather along with tourists and passers-by. Chef Sara Jenkins has drawn on memories of her Tuscan and Roman childhood to create a pasta-centric menu featuring Italy’s finest artisanal pastas, served with traditional and imaginative sauces, as well as a series of tasty antipasti and hearty main courses. Modeled after the simple restaurants in Italy that serve as neighborhood dining rooms, the menu focuses on a timeless list of classic Italian dishes such as maccheroncini al ragu and spaghetti con le vongole. Porsena is just the kind of colorful neighborhood restaurant you might be thrilled to find in the narrow back streets of Rome or Florence.",Italian,40.7286874,-73.9895021,10003
The Palm Tribeca,"206 West Street New York, NY  10282",//www.google.com/maps/search/?api=1&query=40.7165260%2C-74.012682,1560,(646) 395-6393,http://www.thepalm.com/Tribeca,Steakhouse,4.6156,4.5,4.5,4.3,4,$50 and over,1,2,4,19,74,"The legendary Palm Restaurant has opened the doors of its newest location in Tribeca, just steps away from the Financial District, Hudson River and Battery Park.  We welcome you to join us for our Prime-aged steaks, jumbo Nova Scotia lobsters and classic Italian specialties. Our Chef, Stalin Abreu will also create mouthwatering specials daily to please one and all.",Steakhouse,40.7165789,-74.0126991,10282
Nickel & Diner,"1 Howard St New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7189010%2C-73.99933,142,(646) 870-6100,http://www.nickelanddiner.com/,American,4.6142,4.5,4.4,4.5,4.2,$31 to $50,2,1,5,18,74,"Nickel & Diner serves New American cuisine and upgraded diner classics by Chef James Friedberg. With a focus on the freshest, locally sourced ingredients available, Nickel & Diner takes an eclectic approach to American cuisine, eschewing from typically expected diner fare.",American,40.718902,-73.999442,10013
David Burke Kitchen,"23 Grand Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7227830%2C-74.004912,2612,(212) 201-9119,http://www.davidburkekitchennyc.com/,American,4.22612,4.3,3.9,4.1,3.8,$31 to $50,5,2,12,25,56,"David Burke Kitchen pays homage to the craft of cooking and sharing hearty, rustic American food. Its artisan menu items are inspired by morning visits to the green market and what is freshest in the region, prepared with creativity and refined technique. The result is a dining experience that is truly of-the-moment, authentic and regional. Kitchen celebrates the integrity of ingredients at their peak, prepared with a deft hand and served alongside the finest wines and spirits.",American,40.7228421,-74.0048693,10013
Il Cortile Restaurant,"125 Mulberry Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7180010%2C-73.997905,798,(212) 226-6060,http://www.ilcortile.com/,Italian,4.6798,4.5,4.5,4.5,4.3,$31 to $50,2,1,6,18,73,"IL Cortile has been family owned and run since 1975. A neighborhood staple for over 40 years the Esposito family continues the tradition of sparing nothing to provide only the highest quality ingredients in all Cortile dishes.We are a full Service Restaurant Establishment offering both A-La-Carte dinning and a wide variety of pre-fix menu""s for group gatherings as well as off premise catering.",Italian,40.7179745,-73.9982225,10013
Felice 15 Gold Street,"15 Gold Street New York, NY  10038",//www.google.com/maps/search/?api=1&query=40.7078900%2C-74.00709,454,(212) 785-5950,http://www.felicenyc.com/,Italian,4.6454,4.5,4.5,4.4,4.2,$31 to $50,0,1,5,28,66,"[NOTE: We welcome walk-in customers! At this time, we are only accepting reservations for larger parties, but have many small tables open for our walk-in customers.] FELICE, the ultimate Tuscan Restaurant and wine bar, already in two locations on the Upper East Side in NYC, is now venturing down to the Financial District. Opening in Gild Hall, a Thompson Hotel, 15 Gold Street will introduce authentic Italian classics and the family’s namesake wines to the Wall Street community in its intimate 40-seat restaurant and upstairs wine lounge called La Soffitta.   This successful restaurant is already a favorite uptown, amongst local clientele, wine lovers and serious foodies alike.",Italian,40.7078815,-74.0071288,10038
Cipriani - Wall Street,"55 Wall Street New York, NY  10015",//www.google.com/maps/search/?api=1&query=40.7059380%2C-74.009159,537,(212) 699-4096,http://www.cipriani.com/restaurant/?loc=ny-club55,Italian,4.6537,4.5,4.5,4.5,4,$31 to $50,2,4,4,19,71,"Cipriani Wall Street brings you classics from Harry’s Bar in Venice and Italian specialties with the longstanding tradition of the family's four-generation service. Some highlights on the menu include the beef carpaccio alla Cipriani, the homemade lightly baked tagliolini with ham, the original Bellini and the world loved Vanilla meringue. It is the perfect location for a power breakfast, a business lunch, a cocktail on the balcony overlooking Wall Street or a relaxed dinner with friends Monday through Friday.",Italian,40.7060799,-74.0093198,10015
Rosa Mexicano - TriBeCa,"41 Murray Street New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7141830%2C-74.008996,247,(212) 849-2885,http://www.rosamexicano.com/tribeca,Mexican,4.2247,4,3.9,3.8,3.6,$31 to $50,3,6,13,24,54,"Since 1984, Rosa Mexicano has been the standard bearer of authentic, regionally inspired Mexican cuisine. This tradition continues at Rosa Mexicano’s fourth location, an intimate neighborhood spot in the Tribeca neighborhood of New York City. The restaurant is centered around house ground masa, made fresh each day, and also includes Masa Y Agave,  a tequila and agave bar boasting over 400 agave spirits and craft cocktails.",Mexican,40.7141031,-74.0090569,10007
North Square,"103 Waverly Place New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7324390%2C-73.998766,1681,(212) 254-1200,http://www.northsquareny.com/,American,4.61681,4.5,4.5,4.3,4.5,$31 to $50,1,2,5,28,64,"North Square is committed to a long-standing Greenwich Village tradition: offering generous, and genuine, hospitality. We serve dinner every day in our dining room and separate, speak-easy lounge, lunch on weekdays, brunch on Saturday, and a Jazz Brunch every Sunday in the lounge. Our approach to seasonal American food draws inspiration from both world traditions and local ingredients, some sourced from our very own rooftop garden. Wine and spirit choices span the globe, with a thoughtful emphasis on American, and especially New York, selections. ",American,40.7324496,-73.9987276,10011
